2025-03-09 23:15:39 | Context Window: 8 | Step 1000 | Moving Avg Loss: 5.1204
2025-03-09 23:44:10 | Context Window: 8 | Step 2000 | Moving Avg Loss: 5.3677
2025-03-10 00:12:36 | Context Window: 8 | Step 3000 | Moving Avg Loss: 5.4466
-- training data
2025-03-10 00:48:13 | Context Window: 7 | Step 1000 | Moving Avg Loss: 5.0273
2025-03-10 01:13:29 | Context Window: 7 | Step 2000 | Moving Avg Loss: 5.1703
-- training data
2025-03-10 01:54:12 | Context Window: 7 | Step 1000 | Moving Avg Loss: 6.1151
2025-03-10 02:19:19 | Context Window: 7 | Step 2000 | Moving Avg Loss: 6.3453
2025-03-10 02:44:43 | Context Window: 7 | Step 3000 | Moving Avg Loss: 6.1668
2025-03-10 03:10:00 | Context Window: 7 | Step 4000 | Moving Avg Loss: 6.3506
-- training data
2025-03-10 03:54:20 | Context Window: 7 | Step 1000 | Moving Avg Loss: 9.9144
2025-03-10 04:19:44 | Context Window: 7 | Step 2000 | Moving Avg Loss: 9.6927
-- training data
2025-03-10 04:45:08 | Context Window: 7 | Step 1000 | Moving Avg Loss: 7.7759
2025-03-10 05:10:06 | Context Window: 7 | Step 2000 | Moving Avg Loss: 7.6799
2025-03-10 05:35:05 | Context Window: 7 | Step 3000 | Moving Avg Loss: 8.3964
2025-03-10 05:59:52 | Context Window: 7 | Step 4000 | Moving Avg Loss: 8.4129
2025-03-10 06:24:48 | Context Window: 7 | Step 5000 | Moving Avg Loss: 8.2474
2025-03-10 06:49:48 | Context Window: 7 | Step 6000 | Moving Avg Loss: 8.0212
2025-03-10 07:14:45 | Context Window: 7 | Step 7000 | Moving Avg Loss: 7.8536
2025-03-10 07:39:42 | Context Window: 7 | Step 8000 | Moving Avg Loss: 7.8536
2025-03-10 08:04:38 | Context Window: 7 | Step 9000 | Moving Avg Loss: 7.4469
2025-03-10 08:29:35 | Context Window: 7 | Step 10000 | Moving Avg Loss: 7.2260
2025-03-10 08:54:29 | Context Window: 7 | Step 11000 | Moving Avg Loss: 7.2178
2025-03-10 09:19:23 | Context Window: 7 | Step 12000 | Moving Avg Loss: 7.0761
2025-03-10 09:44:22 | Context Window: 7 | Step 13000 | Moving Avg Loss: 6.9324
2025-03-10 10:09:15 | Context Window: 7 | Step 14000 | Moving Avg Loss: 6.8004
2025-03-10 10:34:10 | Context Window: 7 | Step 15000 | Moving Avg Loss: 6.7466
2025-03-10 10:59:06 | Context Window: 7 | Step 16000 | Moving Avg Loss: 6.6475
2025-03-10 11:24:05 | Context Window: 7 | Step 17000 | Moving Avg Loss: 6.5555
2025-03-10 11:49:10 | Context Window: 7 | Step 18000 | Moving Avg Loss: 6.5659
2025-03-10 12:14:30 | Context Window: 7 | Step 19000 | Moving Avg Loss: 6.6222
2025-03-10 12:40:25 | Context Window: 7 | Step 20000 | Moving Avg Loss: 6.5234
-- training data
2025-03-10 13:09:12 | Context: 7 | LR: 0.0001 | Step 1000 | Avg Loss: 5.2566
2025-04-03 06:56:05 | 8000 | LR0.0003 | loss:6.9795 | Token Perfect: 1546 / 3000 → 51.53% | gradNorm:0.9269 | tokenCount:3000 | logitMin:-57.5161 | logitMax:22.5288 | windowWeightsW8:0.208, W13:0.168, W15:0.163, W3:0.146, W18:0.144, W7:0.096, W2:0.067, W1:0.037, W14:-0.047 | memoryGatesShort:-4.492, Long:2.549, Current:2.944 | topTokens[('.', 260), ('Ġis', 201), ('?', 165), ('Ġyou', 130), ('!', 109), ('Ġelodie', 80), ('Ġplus', 65), ('Ġequ', 65), ('Ġf', 64), ('als', 63)] | babyLLM.py 1000
2025-04-03 07:45:09 | 9000 | LR0.0003 | loss:6.6383 | Token Perfect: 1797 / 3000 → 59.90% | gradNorm:0.8748 | tokenCount:3000 | logitMin:-61.7802 | logitMax:35.0369 | windowWeightsW8:0.208, W13:0.169, W15:0.167, W3:0.150, W18:0.148, W7:0.097, W2:0.067, W1:0.029, W14:-0.053 | memoryGatesShort:-0.165, Long:-0.301, Current:1.466 | topTokens[('.', 266), ('?', 256), ('Ġis', 191), ('Ġelodie', 169), ('Ġyou', 89), ('!', 82), ('Ġdo', 65), ('Ġi', 59), ('als', 58), ('Ġplus', 57)] | babyLLM.py 1000
2025-04-03 08:34:22 | 10000 | LR0.0003 | loss:7.8939 | Token Perfect: 1914 / 3000 → 63.80% | gradNorm:0.7889 | tokenCount:3000 | logitMin:-88.8095 | logitMax:38.7675 | windowWeightsW8:0.208, W15:0.170, W13:0.169, W18:0.151, W3:0.149, W7:0.098, W2:0.065, W1:0.026, W14:-0.054 | memoryGatesShort:0.202, Long:0.194, Current:0.604 | topTokens[('.', 278), ('?', 250), ('Ġis', 193), ('Ġelodie', 118), ('!', 109), ('Ġyou', 102), ('als', 67), ('Ġare', 67), ('Ġequ', 64), ('Ġwhat', 62)] | babyLLM.py 1000

--- 2025-04-03 08:46:32 ---
babyLLM: what am i learning today?
You: how to spam gay maths less often
2025-04-03 09:42:38 | 1000 | LR0.0003 | loss:10.2065 | Token Perfect: 142 / 3000 → 4.73% | gradNorm:1.0000 | logitMin:-28.6944 | logitMax:-6.3184 | tokenCount:3000 | windowWeightsW8:0.207, W15:0.168, W13:0.168, W18:0.152, W3:0.147, W7:0.103, W2:0.065, W1:0.020, W14:-0.050 | memoryGatesShort:-6.098, Long:6.585, Current:0.513 | topTokens[('.', 261), (',', 163), ('Ġi', 150), ('Ġelodie', 68), ('Ġis', 64), ('Ġme', 51), ('!', 49), ('h', 48), ('Ġnot', 45), ('Ġa', 42)] | babyLLM.py 1000
2025-04-03 10:35:55 | 2000 | LR0.0003 | loss:10.3433 | Token Perfect: 45 / 3000 → 1.50% | gradNorm:1.0000 | tokenCount:3000 | logitMin:-36.1068 | logitMax:-15.8402 | windowWeightsW8:0.204, W15:0.171, W13:0.170, W18:0.157, W3:0.142, W7:0.104, W2:0.062, W1:0.016, W14:-0.044 | memoryGatesShort:-4.540, Long:3.994, Current:1.546 | topTokens[('.', 198), (',', 156), ('Ġis', 104), ('Ġi', 74), ('Ġthe', 59), ('u', 59), ('Ġat', 49), ('Ġthis', 46), ('Ġmy', 41), ('es', 37)] | babyLLM.py 1000
2025-04-03 11:30:58 | 3000 | LR0.0003 | loss:10.6782 | Token Perfect: 43 / 3000 → 1.43% | gradNorm:1.0000 | tokenCount:3000 | logitMin:-35.7360 | logitMax:-15.3675 | windowWeightsW8:0.201, W15:0.174, W13:0.173, W18:0.160, W3:0.138, W7:0.105, W2:0.058, W1:0.016, W14:-0.043 | memoryGatesShort:-24.435, Long:20.334, Current:5.101 | topTokens[('.', 202), ('Ġmy', 180), (',', 135), ('Ġits', 83), ('s', 82), ('Ġch', 66), ('Ġwhy', 57), ('Ġa', 55), ('Ġi', 36), ('Ġthat', 33)] | babyLLM.py 1000
2025-04-03 12:24:40 | 4000 | LR0.0003 | loss:9.9689 | Token Perfect: 46 / 3000 → 1.53% | gradNorm:1.0000 | tokenCount:3000.0000 | logitMin:-37.6805 | logitMax:-17.3366 | windowWeightsW8:0.199, W15:0.178, W13:0.175, W18:0.163, W3:0.134, W7:0.108, W2:0.056, W1:0.012, W14:-0.042 | memoryGatesShort:-8.035, Long:7.751, Current:1.284 | topTokens[('.', 213), (',', 136), ('Ġlike', 86), ('l', 82), ('Ġits', 71), ('Ġto', 68), ('ll', 56), ('Ġim', 48), ('s', 45), ('Ġmy', 43)] | babyLLM.py 1000

--- 2025-04-03 12:34:17 ---
babyLLM: what am i learning today?
You: maybe less chaos?
2025-04-03 13:26:55 | 1000 | LR0.0003 | loss:10.7537 | Token Perfect: 199 / 3000 → 6.63% | gradNorm:0.9981 | logitMin:-41.8607 | logitMax:-14.6904 | tokenCount:3000 | windowWeightsW8:0.198, W15:0.178, W13:0.175, W18:0.162, W3:0.137, W7:0.108, W2:0.056, W1:0.011, W14:-0.043 | memoryGatesShort:-7.147, Long:7.310, Current:0.837 | topTokens[('.', 292), (',', 170), ('Ġi', 103), ('Ġit', 78), ('Ġlike', 72), ('Ġin', 43), ('Ġthe', 42), ('Ġwho', 39), ('Ġand', 39), ('Ġto', 39)] | babyLLM.py 1000

--- 2025-04-03 13:36:50 ---
babyLLM: what am i learning today?
You: 1 num tokens per step

--- 2025-04-03 13:37:53 ---
babyLLM: what am i learning today?
You: 1 num tokens per step

--- 2025-04-03 13:41:36 ---
babyLLM: what am i learning today?
You: 2 num tokens per step

--- 2025-04-03 13:46:34 ---
babyLLM: what am i learning today?
You: 3 num tokens per step

--- 2025-04-03 13:52:57 ---
babyLLM: what am i learning today?
You: 4 num tokens per step

--- 2025-04-03 14:00:08 ---
babyLLM: what am i learning today?
You: 5 num tokens per step

--- 2025-04-03 14:07:59 ---
babyLLM: what am i learning today?
You: 6 num tokens per step

--- 2025-04-03 14:17:15 ---
babyLLM: what am i learning today?
You: 4 num tokens per step

--- 2025-04-03 14:33:26 ---
babyLLM: what am i learning today?
You: omg i changed ur windows boi

--- 2025-04-03 14:38:16 ---
babyLLM: what am i learning today?
You: messing with visual output

--- 2025-04-03 14:40:22 ---
babyLLM: what am i learning today?
You: noth much

--- 2025-04-03 14:43:17 ---
babyLLM: what am i learning today?
You: y

--- 2025-04-03 14:45:05 ---
babyLLM: what am i learning today?
You: pretty terminal :3

--- 2025-04-03 14:51:37 ---
babyLLM: what am i learning today?
You: idk

--- 2025-04-03 14:52:39 ---
babyLLM: what am i learning today?
You: y

--- 2025-04-03 14:53:54 ---
babyLLM: what am i learning today?
You: 
